Any,Comarca,Província,Longitud,Latitud,Superfície km2,Població.x 0-15,Població.y 0-15,Població.x 16-24,Població.y 16-24,Població.x 25-44,Població.y 25-44,Població.x 45-64,Població.y 45-64,Població.x 64+,Població.y 64+,Total kg/hab./dia,Recollida no selectiva,Recollida selectiva
2019,Segrià,Lleida,0.458875465,41.494156354,1397,16782,17739,8975,9858,27558,30328,28648,30584,21382,16100,1.15,51048.77,37165.97
2019,Selva,Girona,2.603018891,42.00924462,995,13955,14569,7303,8494,22762,24071,24121,25522,16283,13654,1.83,63711.04,50668.94
2019,Solsonès,Lleida,1.358748948,41.842277682,1001,1066,1117,583,626,1650,1772,1841,2025,1530,1247,1.41,3691.41,3217.32
2019,Tarragonès,Tarragona,1.376050084,41.142750135,319,21797,23029,11313,11958,36585,37576,35479,35668,23953,18989,1.67,99515.03,57430.96
2019,Terra Alta,Tarragona,0.260882637,40.910005124,743,695,783,423,440,1179,1419,1489,1641,1794,1562,1.01,1754.14,2501.64
2019,Urgell,Lleida,1.098859253,41.787239279,580,3056,3133,1542,1706,4624,5079,4796,5343,4024,3182,1.33,10073.6,7727.53
2019,Vall d'Aran,Lleida,0.71138294,42.754900684,634,712,779,405,448,1553,1644,1458,1623,762,666,2.34,5282.16,3354.04
2019,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81320,86425,42268,44816,128147,128477,130235,128048,87380,66066,1.19,229305.13,171495.63
2019,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,35089,37499,18280,20047,54869,56526,58696,59290,37811,30358,1.31,111475.51,84086.68
2020,Alt Camp,Tarragona,1.168858284,41.262911399,538,3565,3777,1981,2195,5587,6147,6245,6734,4649,3853,1.42,12426.32,10716.08
2020,Alt Empordà,Girona,2.846670142,42.393804699,1358,11768,12436,6336,6756,18780,19656,19442,20508,14351,11995,2.23,57256.74,58902.74
2020,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9575,10166,4934,5160,14174,14320,15508,16329,10655,8681,1.57,33577.18,29347.09
2020,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1377,1463,796,882,2501,2636,3009,3070,2389,2063,1.38,4928.73,5229.68
2020,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,260,298,143,134,492,531,553,657,414,359,1.57,1094.16,1094.03
2020,Anoia,Barcelona,1.443554697,41.59783259,866,10552,11209,5448,5971,15731,16795,16816,17997,12424,9916,1.47,36274.51,29695.93
2020,Bages,Barcelona,1.631966008,41.739169106,1092,14535,15459,7754,8458,23102,23487,24933,26112,20512,15613,1.38,43219.7,47707.52
2020,Baix Camp,Tarragona,0.975413192,41.210359353,697,16732,17985,8914,9281,26110,25533,27376,27515,19166,15284,1.49,59349.15,46091.33
2020,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,5780,6216,3242,3799,9374,10267,10706,11223,9520,7819,1.58,23932.29,20950.09
2020,Baix Empordà,Girona,3.085288573,42.104398466,702,10644,11422,5837,6221,17177,17736,19476,20118,14421,11953,2.14,56048.56,50013.99
2020,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,69019,73224,37475,40016,110970,111031,121357,120242,84041,64272,1.28,226488.06,164343.91
2020,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8756,9365,4671,4872,13737,14317,15002,15636,11102,9739,1.85,44838.51,27760.5
2020,Barcelonès,Barcelona,2.24587666,41.452263347,146,155586,165073,96082,101797,338274,339365,317831,294016,282693,193759,1.16,625683.3,357444.32
2020,Berguedà,Barcelona,1.825611891,42.077717227,1185,2643,2963,1517,1646,4583,5065,5674,5930,5488,4311,1.24,5441.27,12655.8
2020,Cerdanya,Girona,1.837361267,42.397592638,547,1361,1413,790,929,2532,2634,2640,2910,1757,1536,1.97,9732.63,3581.94
2020,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1417,1567,793,944,2294,2596,2818,3103,2413,2019,1.49,4228.54,6643.81
2020,Garraf,Barcelona,1.722171016,41.28615903,185,12024,12757,6742,7197,19717,19318,23218,23617,15214,12160,1.62,53531,36866.53
2020,Garrigues,Lleida,0.924154304,41.541651668,798,1214,1369,684,867,2084,2529,2461,2903,2572,2252,1.1,4392.14,3207.37
2020,Garrotxa,Girona,2.641583767,42.21317776,735,4500,4765,2464,2935,7364,7948,7997,8412,6673,5268,1.28,13791.28,13670.51
2020,Gironès,Girona,2.761759172,41.938317975,576,17701,19012,9527,10474,28460,28696,25795,25906,17049,12943,1.24,42146.3,46728.28
2020,Maresme,Barcelona,2.294956934,41.493732172,399,36796,39388,19880,22233,58628,60329,67751,66814,48158,37345,1.51,129926.95,122028.77
2020,Moianès,Barcelona,1.9918776,41.789382427,338,1071,1116,628,703,1595,1877,1987,2209,1464,1234,1.65,3043.21,5341.31
2020,Montsià,Tarragona,0.480770667,40.5432439,735,5066,5434,2836,3186,8511,9291,9532,9940,7858,6659,1.42,17001.8,18371.45
2020,Noguera,Lleida,0.660407593,41.751364415,1784,2930,3124,1569,1924,4466,5524,5129,5875,4626,3848,1.23,10268.84,7237.54
2020,Osona,Barcelona,2.250544628,41.767986176,1245,13611,14514,7374,8203,21097,22795,22315,23604,16637,12756,1.25,24649.45,49879.05
2020,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,850,883,512,558,1444,1764,1797,2011,1806,1522,1.5,4106.86,3122.97
2020,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,438,489,252,291,918,916,1023,1185,730,671,1.85,1894.22,2782.93
2020,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3034,3180,1584,1799,4575,5254,4854,5617,3931,3151,1.29,8909.53,8383.11
2020,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2877,3087,1507,1610,4243,4347,4402,4565,3265,2626,1.38,9160.02,7311.37
2020,Priorat,Tarragona,0.766749088,41.165252561,499,555,601,312,382,991,1191,1262,1510,1264,1110,1.33,1969.4,2481.11
2020,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1364,1544,902,919,2416,2915,3064,3328,2971,2441,1.25,5069.64,4889.5
2020,Ripollès,Girona,2.167213333,42.224467627,957,1643,1802,871,967,2847,3074,3684,3888,3545,2839,1.54,7136.26,7104.17
2020,Segarra,Lleida,1.271020203,41.665741746,723,1903,2031,1050,1290,2966,3379,2955,3533,2210,1894,1.27,4581.87,6194.14
2020,Segrià,Lleida,0.458875465,41.494156354,1397,16769,17796,9225,10423,27306,30253,29418,31442,21724,16466,1.15,51767.31,37202.47
2020,Selva,Girona,2.603018891,42.00924462,995,13921,14570,7633,8898,22795,24205,24776,26095,16725,14066,1.69,58124.51,49420
2020,Solsonès,Lleida,1.358748948,41.842277682,1001,1085,1137,579,638,1639,1725,1867,2050,1525,1280,1.34,3484.68,3105.45
2020,Tarragonès,Tarragona,1.376050084,41.142750135,319,21865,23094,11688,12569,36591,37728,36506,36935,24684,19510,1.45,87034.21,51365.56
2020,Terra Alta,Tarragona,0.260882637,40.910005124,743,673,764,423,456,1165,1402,1482,1641,1799,1546,1.08,1701.82,2807.96
2020,Urgell,Lleida,1.098859253,41.787239279,580,3096,3143,1599,1768,4608,5097,4923,5477,4054,3221,1.37,10266.31,8264.9
2020,Vall d'Aran,Lleida,0.71138294,42.754900684,634,731,738,393,461,1554,1615,1503,1648,776,700,2.09,4727.4,3040.02
2020,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,80925,85997,44005,46708,126905,127028,134109,132237,89484,67851,1.21,231373.09,182994.34
2020,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,34715,36973,19031,20971,54176,55810,60329,61187,38831,31199,1.36,114517.42,91986.46
2021,Alt Camp,Tarragona,1.168858284,41.262911399,538,3596,3756,1977,2224,5552,6082,6361,6877,4721,3932,1.43,12250.85,11183.65
2021,Alt Empordà,Girona,2.846670142,42.393804699,1358,11660,12322,6508,6800,18616,19489,19932,21108,14652,12310,2.16,58894.19,54416.31
2021,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9423,10027,5093,5389,13886,14031,15961,16808,10795,8785,1.58,33209.16,30294.96
2021,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1407,1477,811,921,2485,2654,3111,3151,2393,2034,1.43,5097.08,5542.89
2021,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,257,310,154,146,511,525,578,679,427,373,1.57,1110.5,1145.24
2021,Anoia,Barcelona,1.443554697,41.59783259,866,10412,11073,5702,6309,15572,16559,17369,18688,12525,9921,1.4,33285.7,30137.74
2021,Bages,Barcelona,1.631966008,41.739169106,1092,14430,15324,7973,8739,22802,23100,25449,26758,20442,15670,1.37,42541.23,48106.42
2021,Baix Camp,Tarragona,0.975413192,41.210359353,697,16493,17725,9176,9630,25774,24988,28062,28235,19494,15519,1.59,61560.78,51942.7
2021,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,5783,6186,3268,3935,9346,10238,10959,11646,9681,7925,1.66,26988.24,20615.88
2021,Baix Empordà,Girona,3.085288573,42.104398466,702,10516,11278,5931,6455,17134,17572,20144,20928,14720,12355,2.29,59086.28,55522.03
2021,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,67602,71594,38499,41223,108122,107846,124402,123680,84823,64583,1.29,227963.34,164861.2
2021,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8846,9440,4902,5159,13860,14273,15705,16521,11508,9943,1.86,44636.83,30254.95
2021,Barcelonès,Barcelona,2.24587666,41.452263347,146,151552,160635,95931,101714,332751,336368,320027,297952,281067,191925,1.2,631441.54,370294.33
2021,Berguedà,Barcelona,1.825611891,42.077717227,1185,2654,2960,1529,1683,4624,5043,5717,5996,5465,4315,1.29,5908.81,12967.84
2021,Cerdanya,Girona,1.837361267,42.397592638,547,1403,1482,844,953,2596,2687,2784,3099,1797,1603,1.92,9649.31,3842.84
2021,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1384,1569,848,967,2308,2590,2847,3185,2438,2023,1.4,2015.84,8283.7
2021,Garraf,Barcelona,1.722171016,41.28615903,185,11837,12551,7046,7488,19483,19133,24030,24581,15566,12492,1.65,52107,40557.7
2021,Garrigues,Lleida,0.924154304,41.541651668,798,1227,1356,716,901,2053,2530,2480,2938,2569,2262,1.08,4397.48,3088.26
2021,Garrotxa,Girona,2.641583767,42.21317776,735,4498,4751,2535,3021,7373,8030,8182,8577,6697,5350,1.26,13485.19,13814.79
2021,Gironès,Girona,2.761759172,41.938317975,576,17468,18726,9805,10627,27914,28210,26429,26532,17363,13204,1.21,40805.73,46349.42
2021,Maresme,Barcelona,2.294956934,41.493732172,399,36266,38735,20480,22975,57513,59272,69355,68555,48977,38059,1.5,128374.51,123396.6
2021,Moianès,Barcelona,1.9918776,41.789382427,338,1074,1110,647,733,1628,1898,2074,2298,1483,1274,1.56,2862.39,5263.76
2021,Montsià,Tarragona,0.480770667,40.5432439,735,5011,5359,2885,3272,8346,8967,9743,10195,7948,6797,1.51,18774.92,18835.32
2021,Noguera,Lleida,0.660407593,41.751364415,1784,2918,3116,1583,1956,4446,5461,5181,6033,4620,3829,1.24,10259.11,7423.47
2021,Osona,Barcelona,2.250544628,41.767986176,1245,13490,14419,7496,8367,20880,22505,22824,24202,16721,12963,1.26,23756.57,51872.73
2021,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,822,869,528,548,1421,1706,1874,2035,1777,1532,1.51,4014.12,3238.24
2021,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,458,500,272,304,937,933,1046,1225,746,695,2.02,1964.27,3267.06
2021,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3063,3166,1598,1820,4573,5129,4933,5835,3929,3154,1.27,8694.78,8327.71
2021,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2840,3064,1561,1683,4257,4342,4471,4620,3309,2670,1.35,8937.82,7242.5
2021,Priorat,Tarragona,0.766749088,41.165252561,499,560,595,326,388,986,1202,1295,1553,1263,1115,1.25,2027.81,2175.33
2021,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1404,1546,875,931,2418,2829,3099,3345,2967,2485,1.18,4817.25,4613.84
2021,Ripollès,Girona,2.167213333,42.224467627,957,1643,1814,913,1011,2863,3036,3716,3961,3588,2903,1.59,7104.86,7665.54
2021,Segarra,Lleida,1.271020203,41.665741746,723,1903,2030,1068,1299,2901,3349,3062,3704,2240,1899,1.23,4246.11,6267.97
2021,Segrià,Lleida,0.458875465,41.494156354,1397,16620,17581,9312,10611,26571,29653,29765,32000,21937,16653,1.19,53115.97,38741.75
2021,Selva,Girona,2.603018891,42.00924462,995,13763,14362,7895,9017,22564,24147,25239,26758,17134,14456,1.68,57410.48,50445.52
2021,Solsonès,Lleida,1.358748948,41.842277682,1001,1078,1132,593,652,1656,1692,1887,2114,1538,1306,1.34,3296.4,3363.76
2021,Tarragonès,Tarragona,1.376050084,41.142750135,319,21670,22880,11923,12933,35927,36888,37427,37868,25330,20022,1.57,89954.22,60459.4
2021,Terra Alta,Tarragona,0.260882637,40.910005124,743,693,757,430,471,1164,1379,1502,1663,1801,1545,1.14,1761.33,2982.6
2021,Urgell,Lleida,1.098859253,41.787239279,580,3076,3116,1666,1849,4530,5092,5011,5585,4061,3253,1.33,8913.69,9146.94
2021,Vall d'Aran,Lleida,0.71138294,42.754900684,634,731,765,400,460,1569,1622,1554,1716,809,735,2.06,4485.56,3310.73
2021,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,79482,84359,45528,47981,123882,123978,137305,135505,90599,68767,1.2,227324.16,184950.03
2021,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,33983,36176,19746,21596,53109,54642,61978,63050,39411,31624,1.35,110881.17,93714.23
